Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A12008	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	1
A12010	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A12014	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12015	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12016	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12019	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A12022	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12023	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12024	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A12025	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
A12026	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12028	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
A12030	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12031	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0
A12032	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A12036	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A12037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12039	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A12042	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A12043	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A12044	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
A12046	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
A12049	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A12050	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0
A12051	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1
A12053	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A12057	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A12058	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12059	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0
A12060	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12061	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
A12063	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A12064	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A12065	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
A12066	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A12067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0
A12068	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1
A12069	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
A12072	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12075	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12076	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A12077	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
A12078	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A12079	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12080	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A12082	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12083	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12085	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12086	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1
A12087	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
A12088	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1
A12089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A12090	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
A12092	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A12094	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12095	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
A12096	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
A12099	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12100	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A12102	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
A12104	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12106	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12107	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
A12109	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12110	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0
A12111	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
A12112	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A12113	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
A12115	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0
A12116	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A12117	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0
A12118	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
A12119	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12121	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
A12122	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12123	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A12124	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12128	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12129	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A12131	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A12132	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
A12135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A12136	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12140	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A12143	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
A12146	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
A12148	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A12150	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12154	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
A12155	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1
A12156	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A12157	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A12161	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
A12162	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12163	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A12164	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A12166	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A12167	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A12170	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1
A12171	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A12172	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
A12173	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
A12174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
A12175	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1
A12177	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12179	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12181	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
A12182	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12183	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12184	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0
A12185	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12187	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12189	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A12191	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
A12194	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A12195	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
A12199	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A12203	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12206	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
A12207	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A12209	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0
A12210	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0
A12212	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0
A12213	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
A12215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
A12216	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A12217	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A12218	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12221	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1
A12222	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0
A12223	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A12224	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A12226	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12227	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A12228	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12229	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A12230	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
A12231	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12232	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12233	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1
A12234	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0
A12235	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1
A12236	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12238	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12239	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0
A12240	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0
A12241	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
A12242	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0
A12244	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0
A12245	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
A12249	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12251	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
A12252	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12253	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A12256	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12257	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1
A12258	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1
A12259	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
A12260	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
A12262	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12265	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12266	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
A12268	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
A12269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A12273	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A12275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
A12276	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12277	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12279	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
A12283	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
A12285	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12286	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12287	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
A12288	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12289	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
A12291	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1
A12292	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
A12295	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12297	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
A12298	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
A12300	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A12301	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1
A12303	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0
A12304	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1
A12305	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12307	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A12308	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A12310	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12312	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0
A12314	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1
A12315	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0
A12316	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0
A12317	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A12318	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1
A12319	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0
A12320	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12322	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
A12326	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12327	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
A12328	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
A12329	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
A12330	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12331	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
A12332	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12333	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
A12334	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0
A12336	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12337	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12339	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
A12342	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12343	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
A12345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
A12346	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0
A12348	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
A12349	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0
A12350	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
A12351	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12352	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12353	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
A12355	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12356	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0
A12357	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A12358	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
A12360	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0
A12361	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12362	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
A12364	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12365	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
A12368	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0
A12369	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1
A12372	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12374	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
A12375	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12376	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0
A12377	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
A12379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
A12381	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
A12383	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12385	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1
A12386	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12387	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1
A12389	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A12390	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12392	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0
A12393	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0
A12396	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0
A12397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A12398	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12400	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A12401	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
A12403	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
A12404	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12405	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0
A12407	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
A12408	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
A12412	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1
A12413	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0
A12416	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0
A12417	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12418	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12419	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
A12420	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
A12423	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0
A12425	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12426	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12427	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A12428	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0
A12430	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
A12433	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0
A12435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
A12437	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
A12438	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
A12439	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	1
A12440	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0
A12441	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
A12442	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
A12444	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
A12446	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
A12453	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0
A12454	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A12455	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
A12458	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0
A12459	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
A12461	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
A12462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
A12464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
A12467	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12468	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
A12469	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12470	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
A12474	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
A12475	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
A12476	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
A12478	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
A12479	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A12481	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0
A12482	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12485	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
A12486	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
A12488	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
A12489	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
A12490	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
A12492	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
A12493	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
A12495	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
